action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,14751815,[],CHEMBL3300856,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)CNC(=O)CC1CNC(=O)c2cc(-c3ccsc3)cn21,,,CHEMBL3297733,Bioorg Med Chem,2013,,CHEMBL3298400,,CHEMBL3298400,,0,http://www.openphacts.org/units/Nanomolar,2120532,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,10.0
,,14751816,[],CHEMBL3300856,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(-c4cccc(Cl)c4)cn32)C2CCCCC2)CC1,,,CHEMBL3297733,Bioorg Med Chem,2013,,CHEMBL3297762,,CHEMBL3297762,,0,http://www.openphacts.org/units/Nanomolar,2119750,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,10.0
,,14977877,[],CHEMBL3377247,Inhibition of human RET kinase cytoplasmic domain by Time-Resolved fluorescence reader assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(C)(C)C(F)(F)F)on2)c(F)c1,,,CHEMBL3352525,ACS Med Chem Lett,2015,,CHEMBL3355009,GSK-3179106,CHEMBL3355009,,0,http://www.openphacts.org/units/Nanomolar,2248076,<=,1,1,<=,,IC50,nM,,100.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,100.0
,,14977878,[],CHEMBL3377248,Inhibition of human RET kinase in TT cells by TRET Kinase cell-based mechanistic assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(C)(C)C(F)(F)F)on2)c(F)c1,,,CHEMBL3352525,ACS Med Chem Lett,2015,,CHEMBL3355009,GSK-3179106,CHEMBL3355009,,0,http://www.openphacts.org/units/Nanomolar,2248076,<=,1,1,<=,,IC50,nM,,100.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,100.0
,,14977879,[],CHEMBL3377249,Inhibition of RET kinase-mediated proliferative activity against human TT cells by cell-based proliferation assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(C)(C)C(F)(F)F)on2)c(F)c1,,,CHEMBL3352525,ACS Med Chem Lett,2015,,CHEMBL3355009,GSK-3179106,CHEMBL3355009,,0,http://www.openphacts.org/units/Nanomolar,2248076,<=,1,1,<=,,IC50,nM,,100.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,100.0
,,14977880,[],CHEMBL3377247,Inhibition of human RET kinase cytoplasmic domain by Time-Resolved fluorescence reader assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(C)(C)C(F)(F)F)no2)c(F)c1,,,CHEMBL3352525,ACS Med Chem Lett,2015,,CHEMBL3355010,,CHEMBL3355010,,0,http://www.openphacts.org/units/Nanomolar,2248077,<=,1,1,<=,,IC50,nM,,100.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,100.0
,,14977881,[],CHEMBL3377248,Inhibition of human RET kinase in TT cells by TRET Kinase cell-based mechanistic assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(C)(C)C(F)(F)F)no2)c(F)c1,,,CHEMBL3352525,ACS Med Chem Lett,2015,,CHEMBL3355010,,CHEMBL3355010,,0,http://www.openphacts.org/units/Nanomolar,2248077,<=,1,1,<=,,IC50,nM,,100.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,100.0
,,14977882,[],CHEMBL3377249,Inhibition of RET kinase-mediated proliferative activity against human TT cells by cell-based proliferation assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(C)(C)C(F)(F)F)no2)c(F)c1,,,CHEMBL3352525,ACS Med Chem Lett,2015,,CHEMBL3355010,,CHEMBL3355010,,0,http://www.openphacts.org/units/Nanomolar,2248077,<=,1,1,<=,,IC50,nM,,100.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,100.0
,,14977883,[],CHEMBL3377249,Inhibition of RET kinase-mediated proliferative activity against human TT cells by cell-based proliferation assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1cc(-c2ccc(CC(=O)Nc3ccc(Cl)c(Cl)c3)c(F)c2)c[nH]c1=O,,,CHEMBL3352525,ACS Med Chem Lett,2015,,CHEMBL3355008,,CHEMBL3355008,,0,http://www.openphacts.org/units/Nanomolar,2248075,>,1,1,>,,IC50,nM,,500.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.5
,,14977884,[],CHEMBL3377248,Inhibition of human RET kinase in TT cells by TRET Kinase cell-based mechanistic assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1cc(-c2ccc(CC(=O)Nc3ccc(Cl)c(Cl)c3)c(F)c2)c[nH]c1=O,,,CHEMBL3352525,ACS Med Chem Lett,2015,,CHEMBL3355008,,CHEMBL3355008,,0,http://www.openphacts.org/units/Nanomolar,2248075,>,1,1,>,,IC50,nM,,500.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.5
,,14977885,[],CHEMBL3377247,Inhibition of human RET kinase cytoplasmic domain by Time-Resolved fluorescence reader assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1cc(-c2ccc(CC(=O)Nc3ccc(Cl)c(Cl)c3)c(F)c2)c[nH]c1=O,,,CHEMBL3352525,ACS Med Chem Lett,2015,,CHEMBL3355008,,CHEMBL3355008,,0,http://www.openphacts.org/units/Nanomolar,2248075,>=,1,1,>=,,IC50,nM,,100.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,100.0
,,14977886,[],CHEMBL3377249,Inhibition of RET kinase-mediated proliferative activity against human TT cells by cell-based proliferation assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1cc(-c2ccc(CC(=O)Nc3ccc(OCCO)c(C(F)(F)F)c3)c(F)c2F)c[nH]c1=O,,,CHEMBL3352525,ACS Med Chem Lett,2015,,CHEMBL3355007,,CHEMBL3355007,,0,http://www.openphacts.org/units/Nanomolar,2248074,>=,1,1,>=,,IC50,nM,,100.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,100.0
,,14977887,[],CHEMBL3377248,Inhibition of human RET kinase in TT cells by TRET Kinase cell-based mechanistic assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1cc(-c2ccc(CC(=O)Nc3ccc(OCCO)c(C(F)(F)F)c3)c(F)c2F)c[nH]c1=O,,,CHEMBL3352525,ACS Med Chem Lett,2015,,CHEMBL3355007,,CHEMBL3355007,,0,http://www.openphacts.org/units/Nanomolar,2248074,>=,1,1,>=,,IC50,nM,,100.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,100.0
,,14977888,[],CHEMBL3377247,Inhibition of human RET kinase cytoplasmic domain by Time-Resolved fluorescence reader assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1cc(-c2ccc(CC(=O)Nc3ccc(OCCO)c(C(F)(F)F)c3)c(F)c2F)c[nH]c1=O,,,CHEMBL3352525,ACS Med Chem Lett,2015,,CHEMBL3355007,,CHEMBL3355007,,0,http://www.openphacts.org/units/Nanomolar,2248074,<=,1,1,<=,,IC50,nM,,100.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,100.0
,,14979243,[],CHEMBL3379612,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc2ccc(C#CCOc3ccc(CN4CCNCC4)c(C(F)(F)F)c3)cc2cn1,,,CHEMBL3352215,ACS Med Chem Lett,2015,"{'bei': '17.60', 'le': '0.33', 'lle': '3.87', 'sei': '16.19'}",CHEMBL3355065,,CHEMBL3355065,8.00,0,http://www.openphacts.org/units/Nanomolar,2248135,=,1,1,=,,IC50,nM,,10.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,10.0
,,15019875,[],CHEMBL3372652,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(=O)n(-c2ccc(Oc3ccnc(N)c3Cl)c(F)c2)cc1C(=O)NCc1ccc(F)cc1,,,CHEMBL3351718,Bioorg Med Chem Lett,2014,,CHEMBL3309965,,CHEMBL3309965,,0,http://www.openphacts.org/units/Nanomolar,2269639,>,1,1,>,,IC50,nM,,25000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,25.0
,,15019876,[],CHEMBL3372652,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(=O)n(-c2ccc(Oc3ccnc(N)c3I)c(F)c2)cc1C(=O)NCc1ccc(F)cc1,,,CHEMBL3351718,Bioorg Med Chem Lett,2014,,CHEMBL3309969,,CHEMBL3309969,,0,http://www.openphacts.org/units/Nanomolar,2269643,>,1,1,>,,IC50,nM,,25000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,25.0
,,15019877,[],CHEMBL3372652,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,,,CHEMBL3351718,Bioorg Med Chem Lett,2014,"{'bei': '15.54', 'le': '0.29', 'lle': '2.26', 'sei': '7.89'}",CHEMBL2105717,CABOZANTINIB,CHEMBL2105717,7.80,0,http://www.openphacts.org/units/Nanomolar,2269648,=,1,1,=,,IC50,nM,,16.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.016
,,15036933,[],CHEMBL3381102,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc2c3c(F)cccc3nc(Cc3ccc4c(c3)OCO4)n2n1,,,CHEMBL3352169,Bioorg Med Chem,2014,,CHEMBL3309990,,CHEMBL3309990,,0,http://www.openphacts.org/units/Nanomolar,2269657,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,10.0
,,15036934,[],CHEMBL3381102,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccc2c(c1)nc(Cc1ccc3c(c1)OCO3)n1nc(N)nc21,,,CHEMBL3352169,Bioorg Med Chem,2014,,CHEMBL3309995,,CHEMBL3309995,,0,http://www.openphacts.org/units/Nanomolar,2269662,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,10.0
,,15036935,[],CHEMBL3381102,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,OCCCNc1ccc2c(c1)nc(-c1ccc3c(c1)OCO3)n1ncnc21,,,CHEMBL3352169,Bioorg Med Chem,2014,,CHEMBL3309997,,CHEMBL3309997,,0,http://www.openphacts.org/units/Nanomolar,2269664,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,10.0
,,15036936,[],CHEMBL3381102,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc2c3ccc(NCCO)cc3nc(Cc3ccc4c(c3)OCO4)n2n1,,,CHEMBL3352169,Bioorg Med Chem,2014,,CHEMBL3309998,,CHEMBL3309998,,0,http://www.openphacts.org/units/Nanomolar,2269665,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,10.0
,,15036937,[],CHEMBL3381102,Inhibition of RET (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2cc(F)c3c(c2)nc(Cc2ccc4c(c2)OCO4)n2nc(N)nc32)CC1,,,CHEMBL3352169,Bioorg Med Chem,2014,,CHEMBL3310151,,CHEMBL3310151,,0,http://www.openphacts.org/units/Nanomolar,2269674,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,10.0
,,15138126,[],CHEMBL3378916,Inhibition of RET C634R mutant (unknown origin) expressed in rat RAT1 cells assessed as reduction in Tyr905 phosphorylation at 0.5 to 10 uM incubated for 2 hrs by immunoblotting method,B,P07949,C634R,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)c1cc(NC(=O)Cc2cccc(Oc3ccc4nccn4n3)c2)no1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '14.31', 'le': '0.26', 'lle': '1.61', 'sei': '5.92'}",CHEMBL3329404,,CHEMBL3329404,5.60,0,http://www.openphacts.org/units/Nanomolar,2255988,=,1,1,=,,IC50,nM,,2500.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,2.5
,,15138127,[],CHEMBL3378916,Inhibition of RET C634R mutant (unknown origin) expressed in rat RAT1 cells assessed as reduction in Tyr905 phosphorylation at 0.5 to 10 uM incubated for 2 hrs by immunoblotting method,B,P07949,C634R,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)c1cc(NC(=O)Cc2ccc(-c3ccc4nccn4c3)cc2)no1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '17.63', 'le': '0.32', 'lle': '2.13', 'sei': '9.12'}",CHEMBL3329397,,CHEMBL3329397,6.60,0,http://www.openphacts.org/units/Nanomolar,2255981,=,1,1,=,,IC50,nM,,250.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.25
,,15138128,[],CHEMBL3378915,Inhibition of RET (unknown origin) pre-incubated for 20 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cc(NC(=O)Cc2ccc(-c3ccc4nccn4c3)cc2)no1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '17.15', 'le': '0.31', 'lle': '1.95', 'sei': '8.86'}",CHEMBL3329397,,CHEMBL3329397,6.42,0,http://www.openphacts.org/units/Nanomolar,2255981,=,1,1,=,,IC50,nM,,380.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.38
,,15138129,[],CHEMBL3378914,Inhibition of RET (unknown origin) pre-incubated for 3 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cc(NC(=O)Cc2ccc(-c3ccc4nccn4c3)cc2)no1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '17.03', 'le': '0.31', 'lle': '1.91', 'sei': '8.80'}",CHEMBL3329397,,CHEMBL3329397,6.38,0,http://www.openphacts.org/units/Nanomolar,2255981,=,1,1,=,,IC50,nM,,420.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.42
,,15138130,[],CHEMBL3378366,Inhibition of RET (unknown origin) pre-incubated for 0 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cc(NC(=O)Cc2ccc(-c3ccc4nccn4c3)cc2)no1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '16.98', 'le': '0.31', 'lle': '1.89', 'sei': '8.78'}",CHEMBL3329397,,CHEMBL3329397,6.36,0,http://www.openphacts.org/units/Nanomolar,2255981,=,1,1,=,,IC50,nM,,440.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.44
,,15138131,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '14.71', 'le': '0.32', 'lle': '2.56', 'sei': '11.14'}",CHEMBL24828,VANDETANIB,CHEMBL24828,6.99,0,http://www.openphacts.org/units/Nanomolar,2255989,=,1,1,=,,IC50,nM,,102.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.102
,,15138132,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cc(NC(=O)Cc2cccc(Oc3ccc4nccn4n3)c2)no1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '15.65', 'le': '0.29', 'lle': '2.13', 'sei': '6.48'}",CHEMBL3329404,,CHEMBL3329404,6.12,0,http://www.openphacts.org/units/Nanomolar,2255988,=,1,1,=,,IC50,nM,,750.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.75
,,15138133,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Cc1cccc(Oc2ccc3nccn3n2)c1)Nc1cccc(C(F)(F)F)c1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '12.22', 'le': '0.23', 'lle': '0.32', 'sei': '7.36'}",CHEMBL3329403,,CHEMBL3329403,5.04,0,http://www.openphacts.org/units/Nanomolar,2255987,=,1,1,=,,IC50,nM,,9100.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,9.1
,,15138134,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Cc1cccc(Oc2ccc3nccn3n2)c1)Nc1ccccc1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '14.07', 'le': '0.25', 'lle': '1.14', 'sei': '7.07'}",CHEMBL3329402,,CHEMBL3329402,4.84,0,http://www.openphacts.org/units/Nanomolar,2255986,=,1,1,=,,IC50,nM,,14300.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,14.3
,,15138135,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Cc1cccc(Oc2ccc3nccn3n2)c1)Nc1cccc(Cl)c1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '12.58', 'le': '0.24', 'lle': '0.40', 'sei': '6.95'}",CHEMBL3329401,,CHEMBL3329401,4.76,0,http://www.openphacts.org/units/Nanomolar,2255985,=,1,1,=,,IC50,nM,,17200.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,17.2
,,15138136,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Cc1cccc(Oc2ccc3nccn3n2)c1)Nc1cccc(F)c1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '13.01', 'le': '0.24', 'lle': '0.87', 'sei': '6.88'}",CHEMBL3329400,,CHEMBL3329400,4.71,0,http://www.openphacts.org/units/Nanomolar,2255984,=,1,1,=,,IC50,nM,,19300.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,19.3
,,15138137,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Cc2cccc(Oc3ccc4nccn4n3)c2)c1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '13.09', 'le': '0.24', 'lle': '0.68', 'sei': '6.85'}",CHEMBL3329399,,CHEMBL3329399,4.69,0,http://www.openphacts.org/units/Nanomolar,2255983,=,1,1,=,,IC50,nM,,20400.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,20.4
,,15138138,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Cc1cccc(Oc2ccc3nccn3n2)c1)Nc1cccc(Br)c1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '10.99', 'le': '0.24', 'lle': '0.18', 'sei': '6.79'}",CHEMBL3329398,,CHEMBL3329398,4.65,0,http://www.openphacts.org/units/Nanomolar,2255982,=,1,1,=,,IC50,nM,,22300.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,22.3
,,15138139,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cc(NC(=O)Cc2ccc(-c3ccc4nccn4c3)cc2)no1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '17.83', 'le': '0.33', 'lle': '2.21', 'sei': '9.22'}",CHEMBL3329397,,CHEMBL3329397,6.68,0,http://www.openphacts.org/units/Nanomolar,2255981,=,1,1,=,,IC50,nM,,210.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.21
,,15138140,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Cc1ccc(-c2ccc3nccn3c2)cc1)Nc1cccc(C(F)(F)F)c1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '12.15', 'le': '0.23', 'lle': '-0.40', 'sei': '10.35'}",CHEMBL3329396,,CHEMBL3329396,4.80,0,http://www.openphacts.org/units/Nanomolar,2255980,=,1,1,=,,IC50,nM,,15700.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,15.7
,,15138141,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Cc1ccc(-c2ccc3nccn3c2)cc1)Nc1ccccc1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '14.43', 'le': '0.26', 'lle': '0.55', 'sei': '10.19'}",CHEMBL3329395,,CHEMBL3329395,4.73,0,http://www.openphacts.org/units/Nanomolar,2255979,=,1,1,=,,IC50,nM,,18800.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,18.8
,,15138142,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Cc1ccc(-c2ccc3nccn3c2)cc1)Nc1cccc(Cl)c1,,,CHEMBL3351388,Eur J Med Chem,2014,"{'bei': '11.52', 'le': '0.22', 'lle': '-0.67', 'sei': '8.98'}",CHEMBL3329394,,CHEMBL3329394,4.17,0,http://www.openphacts.org/units/Nanomolar,2255978,=,1,1,=,,IC50,nM,,67800.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,67.8
,,15138143,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Cc1ccc(-c2ccc3nccn3c2)cc1)Nc1cccc(F)c1,,,CHEMBL3351388,Eur J Med Chem,2014,,CHEMBL3329393,,CHEMBL3329393,,0,http://www.openphacts.org/units/Nanomolar,2255977,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,100.0
,,15138144,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Cc2ccc(-c3ccc4nccn4c3)cc2)c1,,,CHEMBL3351388,Eur J Med Chem,2014,,CHEMBL3329392,,CHEMBL3329392,,0,http://www.openphacts.org/units/Nanomolar,2255976,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,100.0
,,15138145,[],CHEMBL3378365,Inhibition of RET (unknown origin) pre-incubated for 60 mins before substrate addition in presence of 9 uM ATP by microfluidic assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Cc1ccc(-c2ccc3nccn3c2)cc1)Nc1cccc(Br)c1,,,CHEMBL3351388,Eur J Med Chem,2014,,CHEMBL3329391,,CHEMBL3329391,,0,http://www.openphacts.org/units/Nanomolar,2255975,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,100.0
